seqs,preds,method,Method Type
"['GlcOPGro', 'b1-4', '1-6', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",3.930621e-11,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', '2,5-Anhydro-Man-ol', 'b1-4', 'GlcNAcOAc']",5.025177e-12,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', '1-3', 'Man', 'a1-3', 'GlcNAc']",1.6379467e-11,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', '1-3', 'b1-4', 'GlcNAc']",4.6085864e-07,Mutated-Random,Random
"['GalOS', '1dAlt-ol', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc']",4.43087e-09,Mutated-Random,Random
"['Fuc', 'a1-4', '1-6', 'b1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-4', 'Gal']",6.2190353e-10,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', '1-6', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",1.0845655e-06,Mutated-Random,Random
"['1-2', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNGc', 'a2-6', 'Gal']",4.2827455e-13,Mutated-Random,Random
"['FucNFo', 'a1-4', 'GalA', 'a1-4', 'GalNAc', 'a1-4', '2,5-Anhydro-Man-ol', 'a1-3', 'GalNAc', 'b1-3', 'GalA']",3.455641e-11,Mutated-Random,Random
"['1-3', 'b1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Rha-ol', '1-1', '1-1', '1-1', '1-1']",4.0312514e-08,Mutated-Random,Random
"['2,5-Anhydro-Man', 'b1-4', 'Glc', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",1.9792858e-10,Mutated-Random,Random
"['Gal', 'a1-4', '1-1', 'b1-4', 'Glc', 'a1-2', 'Glc', 'b1-6', 'GlcNAc', 'a1-2', 'Glc']",3.01735e-08,Mutated-Random,Random
"['Rha', 'a1-3', '1-2', 'a1-2', 'Rha', 'b1-2', 'Rha', '1-1', '1-1', '1-1', '1-1']",1.2479414e-08,Mutated-Random,Random
"['1-2', 'a1-3', 'Man', 'a1-3', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1']",9.839414e-08,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', '1dEry-ol']",6.105303e-05,Mutated-Random,Random
"['D-FucNAc', '1-1', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",2.2374496e-07,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-3', '1-1', '1-1']",2.1794117e-08,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-3', '1-1', '1-1', '1-1', '1-1']",1.027337e-06,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAcOS', 'b1-2', 'Man', 'a1-3', 'NeuNAc', '2,5-Anhydro-Man-ol', 'Gal']",5.7554735e-16,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Fuc', 'a1-2', '1-4']",1.7254079e-13,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', '2,5-Anhydro-Man']",9.039197e-13,Mutated-Random,Random
"['1-1', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man']",7.706376e-09,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', 'GalNAc', 'b1-3', 'Galf', '1-6', '1-1']",8.4822476e-14,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', '1-5', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",6.746112e-08,Mutated-Random,Random
"['Man', '1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",3.349846e-06,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', '1-6', 'a1-4', 'Rha', 'a1-4', 'D-Fuc', 'b1-2', 'Rha']",8.238371e-11,Mutated-Random,Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.2611296e-05,Mutated-Random,Random
"['Rha', 'a1-2', 'Ara', 'a1-2', 'GlcA', '1-1', '1-1', '1-3', '1-1', '1-1', '1-1']",3.4023546e-12,Mutated-Random,Random
"['NeuNAc', '1-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNGc', 'a2-6', 'Gal']",2.9528067e-13,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', '1-1', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",8.8643594e-07,Mutated-Random,Random
"['3,6-Anhydro-L-Gal', 'a1-3', '1-6', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",3.3070523e-07,Mutated-Random,Random
"['GlcNAc', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', '1-2', '1-1', '1-1']",8.0342905e-10,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-3', '1-1', '1-1', '1-1']",4.3102514e-08,Mutated-Random,Random
"['GlcOP', 'a1-3', 'Galf', 'b1-3', '1-4', 'b1-2', 'Galf', 'b1-6', 'GlcNAc', '1-1', '1-1']",8.670561e-08,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-3', 'Glc', 'b1-4', '1-5', '1-1', '1-1', '1-1', '1-1']",1.1072532e-08,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', '1-1', '1-1', '1-1', '1-1', '1-1']",1.8466528e-08,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', '1-5']",4.2225934e-06,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-3']",1.5074815e-07,Mutated-Random,Random
"['GlcA', 'b1-2', '1-3', 'a1-2', 'Rha', 'a1-2', 'Rha-ol', '1-1', '1-1', '1-1', '1-1']",3.2322808e-07,Mutated-Random,Random
"['1-3', 'a1-4', 'Gal', 'b1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-4', 'Gal']",1.6138267e-12,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'Rha', '2,5-Anhydro-Man-ol', 'Rha', 'a1-3', 'L-Xyl', 'b1-4', 'Rha', 'a1-3', 'GlcNAc']",3.4265084e-11,Mutated-Random,Random
"['ManOMe', 'a1-2', '1-2', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.5328263e-05,Mutated-Random,Random
"['Gal', '1-4', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'a1-3', 'Gal']",6.344582e-12,Mutated-Random,Random
"['GlcA', 'b1-3', '1-4', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",1.757747e-05,Mutated-Random,Random
"['3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', '1-6', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",5.2802467e-11,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.4737516e-11,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-4', '1-1', '1-1']",1.4461882e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-6', '1-1', '1-1']",1.5582593e-08,Mutated-Random,Random
"['Glc', '1-2', 'Rha', 'a1-3', 'Glc', 'b1-3', 'Glc', 'a1-4', 'GalOMeNAla', '1-1', '1-1']",3.168307e-09,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', '2,5-Anhydro-Man-ol', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",6.329227e-10,Mutated-Random,Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-5', '1-1', '1-1', '1-1']",5.1029474e-07,Mutated-Random,Random
"['1-1', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'GlcNAc']",3.435238e-12,Mutated-Random,Random
"['Rha', 'a1-3', 'L-Xyl', 'b1-2', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '2,5-Anhydro-Man', '1-1']",2.4914255e-09,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', '2,5-Anhydro-Man', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",1.609794e-07,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', 'b1-4', 'GlcA', 'b1-3', '1-4', 'b1-2', 'GalALys', '1-1', '1-1']",9.470171e-11,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-3', '1-1', '1-1']",1.5964773e-07,Mutated-Random,Random
"['LDManHep', '2,5-Anhydro-Man', 'Gal', 'a1-7', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.4857048e-10,Mutated-Random,Random
"['1dAlt-ol', 'b1-2', 'GalNAc', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",7.336178e-07,Mutated-Random,Random
"['Glc', 'a1-3', 'LDManHep', '1-3', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",2.0465845e-13,Mutated-Random,Random
"['Xyl', 'b1-4', 'Rha', 'a1-2', 'Rha', 'a1-3', '1-1', '1-1', '1-1', '1-1', '1-1']",3.5927055e-08,Mutated-Random,Random
"['GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', '2,5-Anhydro-Man-ol', 'Xyl', 'b1-2', 'Man']",1.7586642e-10,Mutated-Random,Random
"['Kdo', 'a2-6', 'GlcN', 'a1-4', 'GalA', '2,5-Anhydro-Man', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'GalA']",8.312015e-12,Mutated-Random,Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1']",2.6430328e-06,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-4', '1-1', '1-1']",8.338951e-05,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', 'GalOPEtnN', '1-6', 'LDManHep', 'a1-2', 'GalA', 'a1-3', 'GlcOPEtn']",4.8893784e-12,Mutated-Random,Random
"['QuiNAlaBut', 'b1-6', '1-4', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",0.00024677307,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', '1-4', 'b1-4', 'GlcNAc', '1-1', '1-1']",3.5228245e-06,Mutated-Random,Random
"['Glc', 'a1-6', 'Rha', 'a1-3', '1dEry-ol', 'b1-3', 'Glc', 'a1-4', 'GalOMeNAla', '1-1', '1-1']",3.8843923e-10,Mutated-Random,Random
"['Kdo', 'b2-3', 'Gal', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.6459624e-12,Mutated-Random,Random
"['NeuNGc', '1-4', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-3', 'Man']",2.9883913e-13,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', '1-2', 'a1-6', 'GlcNAc']",9.510758e-09,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', '1-1', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.1885135e-06,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-6', '1-1', '1-1']",0.00013554013,Mutated-Random,Random
"['D-Rha', 'a1-3', 'D-Rha', 'a1-3', 'D-Rha', 'a1-2', 'D-Rha', '1dEry-ol', 'D-Rha', 'a1-2', 'D-Rha']",1.5371e-07,Mutated-Random,Random
"['Glc', 'a1-3', 'Gal', 'b1-2', 'Gal', '1-5', 'D-Rha', 'a1-4', 'Gal', 'a1-2', 'GlcA']",5.568894e-16,Mutated-Random,Random
"['1-4', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",6.121637e-07,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', '2,5-Anhydro-Man-ol', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",3.202432e-07,Mutated-Random,Random
"['GlcOP', 'a1-3', 'Galf', '1dEry-ol', 'GlcNAc', 'b1-2', 'Galf', 'b1-6', 'GlcNAc', '1-1', '1-1']",4.6387598e-08,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', '1-6', 'Rha', 'a1-3', 'GlcNAc']",2.4909455e-10,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', 'a1-4', '1-4', 'a1-4', 'D-Fuc', 'b1-2', 'Rha']",1.5823777e-10,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Gal', '1dAlt-ol', 'D-FucNAc', 'a1-2', 'Rha']",4.2019235e-11,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', 'GalOPEtnN', 'a1-4', 'LDManHep', 'a1-2', 'GalA', '1-2', 'GlcOPEtn']",2.8231711e-10,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', 'a1-4', 'Rha', 'a1-4', 'D-Fuc', 'b1-2', '1dEry-ol']",1.6692396e-11,Mutated-Random,Random
"['LDManHep', 'a1-4', '1-6', 'a1-7', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.15965065e-07,Mutated-Random,Random
"['3,6-Anhydro-L-Gal', '1dEry-ol', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",4.6597705e-08,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', '1-4', 'b1-4', 'GlcNAc']",4.342531e-08,Mutated-Random,Random
"['Rha', 'a1-3', 'Rha', 'a1-2', 'Rha', 'b1-2', '1-2', '1-1', '1-1', '1-1', '1-1']",1.165862e-09,Mutated-Random,Random
"['D-Rha', 'a1-3', 'D-Rha', '1dEry-ol', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha']",1.5964789e-08,Mutated-Random,Random
"['1-6', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",1.1380304e-06,Mutated-Random,Random
"['Fuc', '2,5-Anhydro-Man', 'Gal', 'a1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",2.439648e-12,Mutated-Random,Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-4', '1-1', '1-1', '1-1']",5.097867e-05,Mutated-Random,Random
"['Glc', 'b1-2', '1-1', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",1.5396481e-05,Mutated-Random,Random
"['Xyl', 'b1-4', 'Rha', '2,5-Anhydro-Man', 'Rha', 'a1-3', 'QuiOMe', '1-1', '1-1', '1-1', '1-1']",3.557507e-10,Mutated-Random,Random
"['Rha', 'a1-3', 'RhaOAc', 'a1-6', 'Gal', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1']",1.1840432e-11,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-3', '1-2', 'b1-6', 'Gal', '1-1', '1-1', '1-1', '1-1']",2.7926897e-10,Mutated-Random,Random
"['Galf', 'b1-5', 'Glc', 'b1-6', 'Galf', '1-3', 'Galf', '1-1', '1-1', '1-1', '1-1']",1.6523416e-10,Mutated-Random,Random
"['1-3', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.000941476,Mutated-Random,Random
"['1-5', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",5.276524e-08,Mutated-Random,Random
"['1-1', 'b1-5', 'Glc', 'b1-6', 'Galf', 'b1-5', 'Galf', '1-1', '1-1', '1-1', '1-1']",5.6857014e-10,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', '1-4', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",1.5257282e-08,Mutated-Random,Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00026402815,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-3', '1-1', '1-1', '1-1']",6.6786065e-08,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', 'GalNAc', 'b1-3', '1-6', '1-1', '1-1']",1.0431041e-12,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', 'a1-4', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1']",1.3951771e-07,Mutated-Random,Random
"['1-1', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc']",1.7091122e-13,Mutated-Random,Random
"['Rha', 'a1-3', 'Rha', '1dAlt-ol', 'Rha', 'b1-2', 'Rha', '1-1', '1-1', '1-1', '1-1']",1.1597405e-09,Mutated-Random,Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-5', '1-1', '1-1']",5.095592e-08,Mutated-Random,Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.734437e-05,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-6', '1-1', '1-1', '1-1', '1-1']",1.6494393e-10,Mutated-Random,Random
"['3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', '1-5', 'Gal-ol']",7.5315065e-10,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', '1-5', 'Rha', 'a1-3', 'GlcNAc']",6.841638e-11,Mutated-Random,Random
"['1dAlt-ol', 'a1-2', 'DDManHep', 'a1-2', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",2.3990014e-09,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', '1-6', 'a1-4', 'LDManHep', 'a1-2', 'GalA', 'a1-3', 'GlcOPEtn']",1.2919037e-10,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', 'Gal', '1-2', 'GlcNAc']",3.8163392e-09,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1dAlt-ol', '1-1']",3.0609115e-08,Mutated-Random,Random
"['LDManHep', '1-2', 'DDManHep', 'a1-2', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",8.4677715e-10,Mutated-Random,Random
"['1dEry-ol', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",2.1915026e-12,Mutated-Random,Random
"['Gal', 'a1-2', 'D-Fuc', 'a1-3', '2,5-Anhydro-Man', 'b1-3', 'D-Fuc', '1-1', '1-1', '1-1', '1-1']",4.5367756e-06,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', '1-6', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",4.193175e-11,Mutated-Random,Random
"['Glc', 'b1-3', 'Gal', 'b1-6', 'Fuc', 'a1-2', 'Man', 'a1-4', 'Glc', '2,5-Anhydro-Man-ol', '1-1']",9.0290084e-12,Mutated-Random,Random
"['Rha', 'a1-2', '1-2', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.2450703e-06,Mutated-Random,Random
"['1-2', 'a1-2', 'Gal', 'a1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",1.0303681e-10,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', 'a1-2', '1dAlt-ol']",4.0024972e-10,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', '1-4', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",8.9194785e-10,Mutated-Random,Random
"['Glc', 'b1-3', '1-5', 'b1-6', 'Fuc', 'a1-2', 'Man', 'a1-4', 'Glc', '1-1', '1-1']",1.4353525e-07,Mutated-Random,Random
"['Tyv', 'a1-3', 'Man', 'b1-4', '1-1', 'a1-3', 'Glc', 'a1-4', 'Gal', 'a1-6', 'Man']",3.6730242e-08,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Man', '1-1', '1-4', '1-1', '1-1', '1-1', '1-1']",5.0724374e-08,Mutated-Random,Random
"['Man', '1-2', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1']",1.0016036e-07,Mutated-Random,Random
"['Rha', 'a1-2', '1-1', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",4.484779e-08,Mutated-Random,Random
"['GlcNAc', 'a1-7', 'Gal', 'b1-3', 'LDManHep', 'a1-2', 'LDManHep', 'a1-3', '1-6', 'b1-4', 'Glc']",1.0416239e-12,Mutated-Random,Random
"['Glc', 'a1-4', 'Glc', '1-1', 'GalNAc', 'b1-3', 'Man', '1-1', '1-1', '1-1', '1-1']",1.8599877e-08,Mutated-Random,Random
"['NeuNAc', '1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",1.4371117e-11,Mutated-Random,Random
"['Gal', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', '1-6', 'a1-3', 'Gal']",3.46976e-13,Mutated-Random,Random
"['GlcOPGro', 'b1-4', 'Glc', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', '1-1', 'GlcOPGro']",2.8431008e-11,Mutated-Random,Random
"['Glc', 'b1-4', '1-6', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.5670808e-05,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '1-4']",2.8897425e-08,Mutated-Random,Random
"['GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', '1dEry-ol', 'b1-2', 'Man']",4.9255053e-09,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', '1dAlt-ol', 'b1-4', 'GlcNAc']",4.0389344e-07,Mutated-Random,Random
"['LDManHep', '1-5', 'DDManHep', 'a1-2', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",1.8078546e-10,Mutated-Random,Random
"['GalNAc', 'a1-4', '1-4', 'b1-4', 'GlcA', 'b1-3', 'Gal', 'b1-3', 'Fuc', 'a1-2', 'Gal']",2.0394046e-11,Mutated-Random,Random
"['Glc', 'b1-4', 'Rha', '1-5', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",5.379333e-10,Mutated-Random,Random
"['QuiNAc', 'b1-3', 'FucOAc', 'a1-4', 'Gal', 'b1-3', 'GalNAc', 'a1-4', 'QuiNAc', 'b1-3', '1-3']",7.360187e-12,Mutated-Random,Random
"['Gal', 'a1-3', 'Gal', '1-2', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'a1-3', 'Gal']",7.364182e-14,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', '1-2']",3.1178817e-09,Mutated-Random,Random
"['NeuNGc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', '1-1', 'b1-4', 'GlcNAc']",3.255491e-13,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', 'Rha', '1-4', 'Gal', 'a1-3', 'D-FucNAc', 'a1-2', 'Rha']",3.4779395e-13,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1']",6.3456525e-08,Mutated-Random,Random
